"","country","year","ccode","ccode2","legislative_type","elecrule","tier1_avemag","enep1","enpp1","uid"
"1048","Switzerland",1987,225,225,2,9,7.7,6.83,5.76,"Switzerland1987"
"1049","Switzerland",1991,225,225,2,9,7.7,7.37,6.7,"Switzerland1991"
"1050","Switzerland",1995,225,225,2,9,7.7,6.86,5.6,"Switzerland1995"
"1051","Switzerland",1999,225,225,2,9,7.7,5.88,5.16,"Switzerland1999"
"1052","Switzerland",2003,225,225,2,9,7.7,5.45,5.01,"Switzerland2003"
"1053","Switzerland",2007,225,225,2,9,7.7,5.61,4.97,"Switzerland2007"
"1054","Switzerland",2011,225,225,2,9,7.7,6.35,5.58,"Switzerland2011"
"1055","Taiwan",1998,713,713,3,12,6.72,3.225,2.51,"Taiwan1998"
"1056","Taiwan",2001,713,713,3,12,6.72,3.56,3.49,"Taiwan2001"
"1057","Taiwan",2004,713,713,3,12,6.72,3.38,3.26,"Taiwan2004"
"1058","Taiwan",2008,713,713,3,12,1,2.41,1.75,"Taiwan2008"
"1059","Thailand",1975,800,800,1,5,-99,10.35,7.56,"Thailand1975"
"1060","Thailand",1976,800,800,1,5,-99,6.95,4.07,"Thailand1976"
"1061","Thailand",1983,800,800,1,5,2.4,5.905,5.62,"Thailand1983"
"1062","Thailand",1986,800,800,1,5,2.51,7.97,6.18,"Thailand1986"
"1063","Thailand",1988,800,800,1,5,2.51,9.75,7.74,"Thailand1988"
"1064","Thailand",1992,800,800,1,5,2.54,6.6,6.11,"Thailand1992"
"1065","Thailand",1992,800,800,1,5,2.54,6.7,6.01,"Thailand1992.5"
"1066","Thailand",1995,800,800,1,5,2.52,6.81,6.43,"Thailand1995"
"1067","Thailand",1996,800,800,1,5,2.52,4.61,4.32,"Thailand1996"
"1068","Thailand",2001,800,800,3,12,1,3.99,3.06,"Thailand2001"
"1069","Thailand",2005,800,800,3,12,1,2.24,1.65,"Thailand2005"
"1070","Thailand",2011,800,800,3,12,1,2.76,2.57,"Thailand2011"
"1071","Trinidad and Tobago",1966,52,52,1,1,1,2.51,1.8,"Trinidad and Tobago1966"
"1072","Trinidad and Tobago",1971,52,52,1,1,1,1.38,1,"Trinidad and Tobago1971"
"1073","Trinidad and Tobago",1976,52,52,1,1,1,2.65,1.91,"Trinidad and Tobago1976"
"1074","Trinidad and Tobago",1981,52,52,1,1,1,2.82,1.74,"Trinidad and Tobago1981"
"1075","Trinidad and Tobago",1986,52,52,1,1,1,1.84,1.18,"Trinidad and Tobago1986"
"1076","Trinidad and Tobago",1991,52,52,1,1,1,2.88,2.11,"Trinidad and Tobago1991"
"1077","Trinidad and Tobago",1995,52,52,1,1,1,2.22,2.23,"Trinidad and Tobago1995"
"1078","Trinidad and Tobago",2000,52,52,1,1,1,2.15,2,"Trinidad and Tobago2000"
"1079","Trinidad and Tobago",2001,52,52,1,1,1,2.15,2,"Trinidad and Tobago2001"
"1080","Trinidad and Tobago",2002,52,52,1,1,1,2.09,1.98,"Trinidad and Tobago2002"
"1081","Trinidad and Tobago",2007,52,52,1,1,1,2.84,1.87,"Trinidad and Tobago2007"
"1082","Trinidad and Tobago",2010,52,52,1,1,1,1.95,1.71,"Trinidad and Tobago2010"
"1083","Turkey",1961,640,640,2,9,6.72,3.4,3.27,"Turkey1961"
"1084","Turkey",1965,640,640,2,9,6.72,2.71,2.62,"Turkey1965"
"1085","Turkey",1969,640,640,2,9,6.72,3.33,2.34,"Turkey1969"
"1086","Turkey",1973,640,640,2,9,6.72,4.31,3.32,"Turkey1973"
"1087","Turkey",1977,640,640,2,9,6.72,3.13,2.47,"Turkey1977"
"1088","Turkey",1983,640,640,2,9,4.81,2.85,2.52,"Turkey1983"
"1089","Turkey",1987,640,640,3,12,4.33,4.12,2.05,"Turkey1987"
"1090","Turkey",1991,640,640,3,12,4.21,4.68,3.57,"Turkey1991"
"1091","Turkey",1995,640,640,2,9,6.63,6.14,4.41,"Turkey1995"
"1092","Turkey",1999,640,640,2,9,6.55,6.78,4.87,"Turkey1999"
"1093","Turkey",2002,640,640,2,9,6.96,5.45,178,"Turkey2002"
"1094","Turkey",2007,640,640,2,9,6.96,3.48,1,"Turkey2007"
"1095","Turkey",2011,640,640,2,9,6.96,2.94,53,"Turkey2011"
"1096","Tuvalu",1981,947,947,1,5,1.5,NA,NA,"Tuvalu1981"
"1097","Tuvalu",1985,947,947,1,5,1.5,NA,NA,"Tuvalu1985"
"1098","Tuvalu",1989,947,947,1,5,1.5,NA,NA,"Tuvalu1989"
"1099","Tuvalu",1993,947,947,1,5,1.5,NA,NA,"Tuvalu1993"
"1100","Tuvalu",1993,947,947,1,5,1.5,NA,NA,"Tuvalu1993.5"
"1101","Tuvalu",1998,947,947,1,5,1.5,NA,NA,"Tuvalu1998"
"1102","Tuvalu",2002,947,947,1,5,1.875,NA,NA,"Tuvalu2002"
"1103","Tuvalu",2006,947,947,1,5,1.875,NA,NA,"Tuvalu2006"
"1104","Tuvalu",2010,947,947,1,5,1.875,NA,NA,"Tuvalu2010"
"1105","Uganda",1980,500,500,1,1,1,2.24,1.95,"Uganda1980"
"1106","United Kingdom",1945,200,200,1,1,1,2.58,2.12,"United Kingdom1945"
"1107","United Kingdom",1950,200,200,1,1,1,2.44,2.08,"United Kingdom1950"
"1108","United Kingdom",1951,200,200,1,1,1,2.13,2.05,"United Kingdom1951"
"1109","United Kingdom",1955,200,200,1,1,1,2.16,2.02,"United Kingdom1955"
"1110","United Kingdom",1959,200,200,1,1,1,2.28,1.99,"United Kingdom1959"
"1111","United Kingdom",1964,200,200,1,1,1,2.52,2.06,"United Kingdom1964"
"1112","United Kingdom",1966,200,200,1,1,1,2.42,2.02,"United Kingdom1966"
"1113","United Kingdom",1970,200,200,1,1,1,2.46,2.07,"United Kingdom1970"
"1114","United Kingdom",1974,200,200,1,1,1,3.15,2.26,"United Kingdom1974"
"1115","United Kingdom",1974,200,200,1,1,1,3.13,2.25,"United Kingdom1974.5"
"1116","United Kingdom",1979,200,200,1,1,1,2.87,2.15,"United Kingdom1979"
"1117","United Kingdom",1983,200,200,1,1,1,2.83,2.09,"United Kingdom1983"
"1118","United Kingdom",1987,200,200,1,1,1,2.85,2.17,"United Kingdom1987"
"1119","United Kingdom",1992,200,200,1,1,1,3.03,2.27,"United Kingdom1992"
"1120","United Kingdom",1997,200,200,1,1,1,3.23,2.12,"United Kingdom1997"
"1121","United Kingdom",2001,200,200,1,1,1,3.33,2.17,"United Kingdom2001"
"1122","United Kingdom",2005,200,200,1,1,1,3.6,2.46,"United Kingdom2005"
"1123","United Kingdom",2010,200,200,1,1,1,3.71,2.57,"United Kingdom2010"
"1124","Ukraine",1994,369,369,1,2,1,46.1,13.21,"Ukraine1994"
"1125","Ukraine",1998,369,369,3,12,1,29.41,9.73,"Ukraine1998"
"1126","Ukraine",2002,369,369,3,12,1,6.81,6.99,"Ukraine2002"
"1127","Ukraine",2006,369,369,2,9,450,5.26,3.41,"Ukraine2006"
"1128","Ukraine",2007,369,369,2,9,450,4.19,3.3,"Ukraine2007"
"1129","Uruguay",1946,165,165,2,9,5.21,3.08,2.96,"Uruguay1946"
"1130","Uruguay",1950,165,165,2,9,5.21,2.65,2.55,"Uruguay1950"
"1131","Uruguay",1954,165,165,2,9,5.21,2.6,2.53,"Uruguay1954"
"1132","Uruguay",1958,165,165,2,9,5.21,2.55,2.4,"Uruguay1958"
"1133","Uruguay",1962,165,165,2,9,5.21,2.4,2.35,"Uruguay1962"
"1134","Uruguay",1966,165,165,2,9,5.21,NA,2.33,"Uruguay1966"
"1135","Uruguay",1971,165,165,2,9,5.21,2.74,2.65,"Uruguay1971"
"1136","Uruguay",1989,165,165,2,9,5.21,3.38,3.33,"Uruguay1989"
"1137","Uruguay",1994,165,165,2,9,5.21,3.35,3.3,"Uruguay1994"
"1138","Uruguay",1999,165,165,2,9,5.21,3.12,3.07,"Uruguay1999"
"1139","Uruguay",2004,165,165,2,9,5.21,2.49,2.39,"Uruguay2004"
"1140","Uruguay",2009,165,165,2,9,5.21,2.75,2.65,"Uruguay2009"
"1141","United States of America",1946,2,2,1,1,1,2.05,1.98,"United States of America1946"
"1142","United States of America",1948,2,2,1,1,1,2.07,1.92,"United States of America1948"
"1143","United States of America",1950,2,2,1,1,1,2.06,2,"United States of America1950"
"1144","United States of America",1952,2,2,1,1,1,2.04,2.01,"United States of America1952"
"1145","United States of America",1954,2,2,1,1,1,2.01,1.99,"United States of America1954"
"1146","United States of America",1956,2,2,1,1,1,2.01,1.99,"United States of America1956"
"1147","United States of America",1958,2,2,1,1,1,1.98,1.82,"United States of America1958"
"1148","United States of America",1960,2,2,1,1,1,2.01,1.91,"United States of America1960"
"1149","United States of America",1962,2,2,1,1,1,2.01,1.93,"United States of America1962"
"1150","United States of America",1964,2,2,1,1,1,1.97,1.78,"United States of America1964"
"1151","United States of America",1966,2,2,1,1,1,2.03,1.96,"United States of America1966"
"1152","United States of America",1968,2,2,1,1,1,2.05,1.97,"United States of America1968"
"1153","United States of America",1970,2,2,1,1,1,2.04,1.94,"United States of America1970"
"1154","United States of America",1972,2,2,1,1,1,2.04,1.97,"United States of America1972"
"1155","United States of America",1974,2,2,1,1,1,2,1.79,"United States of America1974"
"1156","United States of America",1976,2,2,1,1,1,2.02,1.79,"United States of America1976"
"1157","United States of America",1978,2,2,1,1,1,2.03,1.86,"United States of America1978"
"1158","United States of America",1980,2,2,1,1,1,2.06,1.97,"United States of America1980"
"1159","United States of America",1982,2,2,1,1,1,2.02,1.89,"United States of America1982"
"1160","United States of America",1984,2,2,1,1,1,2.03,1.95,"United States of America1984"
"1161","United States of America",1986,2,2,1,1,1,2.01,1.93,"United States of America1986"
"1162","United States of America",1988,2,2,1,1,1,2.03,1.93,"United States of America1988"
"1163","United States of America",1990,2,2,1,1,1,2.07,1.91,"United States of America1990"
"1164","United States of America",1992,2,2,1,1,1,2.145,1.93,"United States of America1992"
"1165","United States of America",1994,2,2,1,1,1,2.08,1.99,"United States of America1994"
"1166","United States of America",1996,2,2,1,1,1,2.11,1.99,"United States of America1996"
"1167","United States of America",1998,2,2,1,1,1,2.16,1.99,"United States of America1998"
"1168","United States of America",2000,2,2,1,1,1,2.18,2.02,"United States of America2000"
"1169","United States of America",2002,2,2,1,1,1,2.15,2,"United States of America2002"
"1170","United States of America",2004,2,2,1,1,1,2.18,2,"United States of America2004"
"1171","United States of America",2006,2,2,1,1,1,2.1,1.99,"United States of America2006"
"1172","United States of America",2008,2,2,1,1,1,2.09,1.94,"United States of America2008"
"1173","United States of America",2010,2,2,1,1,1,2.15,1.97,"United States of America2010"
"1174","Vanuatu",1983,935,935,1,8,2.79,2.57,2.1,"Vanuatu1983"
"1175","Vanuatu",1987,935,935,1,8,3.07,2.6,2.15,"Vanuatu1987"
"1176","Vanuatu",1991,935,935,1,8,3.07,4.68,3.65,"Vanuatu1991"
"1177","Vanuatu",1995,935,935,1,8,3.33,4.335,3.24,"Vanuatu1995"
"1178","Vanuatu",1998,935,935,1,8,3.06,7.32,4.29,"Vanuatu1998"
"1179","Vanuatu",2002,935,935,1,8,3.06,11.49,5.35,"Vanuatu2002"
"1180","Vanuatu",2004,935,935,1,8,3.06,NA,7.31,"Vanuatu2004"
"1181","Vanuatu",2008,935,935,1,8,3.06,13.24,8.79,"Vanuatu2008"
"1182","Venezuela",1947,101,101,2,9,4.78,1.87,1.68,"Venezuela1947"
"1183","Venezuela",1963,101,101,2,9,7.26,4.77,4.32,"Venezuela1963"
"1184","Venezuela",1968,101,101,2,9,8.52,6.05,4.89,"Venezuela1968"
"1185","Venezuela",1973,101,101,2,9,7.96,3.36,2.72,"Venezuela1973"
"1186","Venezuela",1978,101,101,2,9,7.96,3.11,2.65,"Venezuela1978"
"1187","Venezuela",1983,101,101,2,9,7.91,2.97,2.42,"Venezuela1983"
"1188","Venezuela",1988,101,101,2,9,7.91,3.38,2.83,"Venezuela1988"
"1189","Venezuela",1993,101,101,3,11,1,5.635,4.74,"Venezuela1993"
"1190","Venezuela",1998,101,101,3,11,1.22,7.36,6.05,"Venezuela1998"
"1191","Venezuela",2000,101,101,3,11,-99,4.24,3.44,"Venezuela2000"
"1192","Venezuela",2005,101,101,3,11,1.26,1.35,1.07,"Venezuela2005"
"1193","Venezuela",2010,101,101,3,11,1.26,2.19,2.04,"Venezuela2010"
"1194","Serbia & Montenegro",2000,345,345,2,9,5.11,3.23,3.11,"Serbia & Montenegro2000"
"1195","Serbia & Montenegro",2003,345,345,2,9,250,7.12,4.8,"Serbia & Montenegro2003"
"1196","Serbia",2007,345,345,2,9,250,6.14,4.56,"Serbia2007"
"1197","Serbia",2008,345,345,2,9,250,3.88,3.48,"Serbia2008"
"1198","Argentina",1946,160,160,NA,NA,NA,NA,NA,"Argentina1946.5"
"1199","Argentina",1951,160,160,NA,NA,NA,NA,NA,"Argentina1951.5"
"1200","Argentina",1958,160,160,NA,NA,NA,NA,NA,"Argentina1958.5"
"1201","Argentina",1963,160,160,NA,NA,NA,NA,NA,"Argentina1963.5"
"1202","Argentina",1973,160,160,NA,NA,NA,NA,NA,"Argentina1973.5"
"1203","Argentina",1973,160,160,NA,NA,NA,NA,NA,"Argentina1973.5"
"1204","Argentina",1983,160,160,NA,NA,NA,NA,NA,"Argentina1983.5"
"1205","Argentina",1989,160,160,NA,NA,NA,NA,NA,"Argentina1989.5"
"1206","Argentina",1995,160,160,NA,NA,NA,NA,NA,"Argentina1995.5"
"1207","Argentina",1999,160,160,NA,NA,NA,NA,NA,"Argentina1999.5"
"1208","Argentina",2003,160,160,NA,NA,NA,NA,NA,"Argentina2003.5"
"1209","Argentina",2007,160,160,NA,NA,NA,NA,NA,"Argentina2007.5"
"1210","Argentina",2011,160,160,NA,NA,NA,NA,NA,"Argentina2011.5"
"1211","Armenia",1991,371,371,NA,NA,NA,NA,NA,"Armenia1991"
"1212","Armenia",1996,371,371,NA,NA,NA,NA,NA,"Armenia1996"
"1213","Armenia",1998,371,371,NA,NA,NA,NA,NA,"Armenia1998"
"1214","Armenia",2003,371,371,NA,NA,NA,NA,NA,"Armenia2003.5"
"1215","Armenia",2008,371,371,NA,NA,NA,NA,NA,"Armenia2008"
"1216","Austria",1951,305,305,NA,NA,NA,NA,NA,"Austria1951"
"1217","Austria",1957,305,305,NA,NA,NA,NA,NA,"Austria1957"
"1218","Austria",1963,305,305,NA,NA,NA,NA,NA,"Austria1963"
"1219","Austria",1965,305,305,NA,NA,NA,NA,NA,"Austria1965"
"1220","Austria",1971,305,305,NA,NA,NA,NA,NA,"Austria1971.5"
"1221","Austria",1974,305,305,NA,NA,NA,NA,NA,"Austria1974"
"1222","Austria",1980,305,305,NA,NA,NA,NA,NA,"Austria1980"
"1223","Austria",1986,305,305,NA,NA,NA,NA,NA,"Austria1986.5"
"1224","Austria",1992,305,305,NA,NA,NA,NA,NA,"Austria1992"
"1225","Austria",1998,305,305,NA,NA,NA,NA,NA,"Austria1998"
"1226","Austria",2004,305,305,NA,NA,NA,NA,NA,"Austria2004"
"1227","Austria",2010,305,305,NA,NA,NA,NA,NA,"Austria2010"
"1228","Benin",1991,434,434,NA,NA,NA,NA,NA,"Benin1991.5"
"1229","Benin",1996,434,434,NA,NA,NA,NA,NA,"Benin1996"
"1230","Benin",2001,434,434,NA,NA,NA,NA,NA,"Benin2001"
"1231","Benin",2006,434,434,NA,NA,NA,NA,NA,"Benin2006"
"1232","Benin",2011,434,434,NA,NA,NA,NA,NA,"Benin2011.5"
"1233","Bolivia",1979,145,145,NA,NA,NA,NA,NA,"Bolivia1979.5"
"1234","Bolivia",1980,145,145,NA,NA,NA,NA,NA,"Bolivia1980.5"
"1235","Bolivia",1985,145,145,NA,NA,NA,NA,NA,"Bolivia1985.5"
"1236","Bolivia",1989,145,145,NA,NA,NA,NA,NA,"Bolivia1989.5"
"1237","Bolivia",1993,145,145,NA,NA,NA,NA,NA,"Bolivia1993.5"
"1238","Bolivia",1997,145,145,NA,NA,NA,NA,NA,"Bolivia1997.5"
"1239","Bolivia",2002,145,145,NA,NA,NA,NA,NA,"Bolivia2002.5"
"1240","Bolivia",2005,145,145,NA,NA,NA,NA,NA,"Bolivia2005.5"
"1241","Bolivia",2009,145,145,NA,NA,NA,NA,NA,"Bolivia2009.5"
"1242","Brazil",1950,140,140,NA,NA,NA,NA,NA,"Brazil1950.5"
"1243","Brazil",1955,140,140,NA,NA,NA,NA,NA,"Brazil1955"
"1244","Brazil",1960,140,140,NA,NA,NA,NA,NA,"Brazil1960"
"1245","Brazil",1989,140,140,NA,NA,NA,NA,NA,"Brazil1989"
"1246","Brazil",1994,140,140,NA,NA,NA,NA,NA,"Brazil1994.5"
"1247","Brazil",1998,140,140,NA,NA,NA,NA,NA,"Brazil1998.5"
"1248","Brazil",2002,140,140,NA,NA,NA,NA,NA,"Brazil2002.5"
"1249","Brazil",2006,140,140,NA,NA,NA,NA,NA,"Brazil2006.5"
"1250","Brazil",2010,140,140,NA,NA,NA,NA,NA,"Brazil2010.5"
"1251","Burundi",1993,516,516,NA,NA,NA,NA,NA,"Burundi1993.5"
"1252","Bulgaria",1992,355,355,NA,NA,NA,NA,NA,"Bulgaria1992"
"1253","Bulgaria",1996,355,355,NA,NA,NA,NA,NA,"Bulgaria1996"
"1254","Bulgaria",2001,355,355,NA,NA,NA,NA,NA,"Bulgaria2001.5"
"1255","Bulgaria",2006,355,355,NA,NA,NA,NA,NA,"Bulgaria2006"
"1256","Bulgaria",2011,355,355,NA,NA,NA,NA,NA,"Bulgaria2011"
"1257","Cape Verde",1991,402,402,NA,NA,NA,NA,NA,"Cape Verde1991.5"
"1258","Cape Verde",1996,402,402,NA,NA,NA,NA,NA,"Cape Verde1996"
"1259","Cape Verde",2001,402,402,NA,NA,NA,NA,NA,"Cape Verde2001.5"
"1260","Cape Verde",2006,402,402,NA,NA,NA,NA,NA,"Cape Verde2006.5"
"1261","Cape Verde",2011,402,402,NA,NA,NA,NA,NA,"Cape Verde2011.5"
"1262","Central African Republic",1993,482,482,NA,NA,NA,NA,NA,"Central African Republic1993.5"
"1263","Central African Republic",1999,482,482,NA,NA,NA,NA,NA,"Central African Republic1999"
"1264","Chile",1946,155,155,NA,NA,NA,NA,NA,"Chile1946"
"1265","Chile",1952,155,155,NA,NA,NA,NA,NA,"Chile1952"
"1266","Chile",1958,155,155,NA,NA,NA,NA,NA,"Chile1958"
"1267","Chile",1964,155,155,NA,NA,NA,NA,NA,"Chile1964"
"1268","Chile",1970,155,155,NA,NA,NA,NA,NA,"Chile1970"
"1269","Chile",1993,155,155,NA,NA,NA,NA,NA,"Chile1993.5"
"1270","Chile",1999,155,155,NA,NA,NA,NA,NA,"Chile1999"
"1271","Chile",2005,155,155,NA,NA,NA,NA,NA,"Chile2005.5"
"1272","Chile",2009,155,155,NA,NA,NA,NA,NA,"Chile2009.5"
"1273","Colombia",1946,100,100,NA,NA,NA,NA,NA,"Colombia1946"
"1274","Colombia",1958,100,100,NA,NA,NA,NA,NA,"Colombia1958.5"
"1275","Colombia",1962,100,100,NA,NA,NA,NA,NA,"Colombia1962.5"
"1276","Colombia",1966,100,100,NA,NA,NA,NA,NA,"Colombia1966.5"
"1277","Colombia",1970,100,100,NA,NA,NA,NA,NA,"Colombia1970.5"
"1278","Colombia",1974,100,100,NA,NA,NA,NA,NA,"Colombia1974.5"
"1279","Colombia",1978,100,100,NA,NA,NA,NA,NA,"Colombia1978.5"
"1280","Colombia",1982,100,100,NA,NA,NA,NA,NA,"Colombia1982.5"
"1281","Colombia",1986,100,100,NA,NA,NA,NA,NA,"Colombia1986.5"
"1282","Colombia",1990,100,100,NA,NA,NA,NA,NA,"Colombia1990.5"
"1283","Colombia",1994,100,100,NA,NA,NA,NA,NA,"Colombia1994.5"
"1284","Colombia",1998,100,100,NA,NA,NA,NA,NA,"Colombia1998.5"
"1285","Colombia",2002,100,100,NA,NA,NA,NA,NA,"Colombia2002.5"
"1286","Colombia",2006,100,100,NA,NA,NA,NA,NA,"Colombia2006.5"
"1287","Colombia",2010,100,100,NA,NA,NA,NA,NA,"Colombia2010.5"
"1288","Comoros",1990,581,581,NA,NA,NA,NA,NA,"Comoros1990"
"1289","Comoros",2006,581,581,NA,NA,NA,NA,NA,"Comoros2006"
"1290","Comoros",2010,581,581,NA,NA,NA,NA,NA,"Comoros2010"
"1291","Congo",1961,484,484,NA,NA,NA,NA,NA,"Congo1961"
"1292","Congo",1992,484,484,NA,NA,NA,NA,NA,"Congo1992.5"
"1293","Costa Rica",1948,94,94,NA,NA,NA,NA,NA,"Costa Rica1948.5"
"1294","Costa Rica",1953,94,94,NA,NA,NA,NA,NA,"Costa Rica1953.5"
"1295","Costa Rica",1958,94,94,NA,NA,NA,NA,NA,"Costa Rica1958.5"
"1296","Costa Rica",1962,94,94,NA,NA,NA,NA,NA,"Costa Rica1962.5"
"1297","Costa Rica",1966,94,94,NA,NA,NA,NA,NA,"Costa Rica1966.5"
"1298","Costa Rica",1970,94,94,NA,NA,NA,NA,NA,"Costa Rica1970.5"
"1299","Costa Rica",1974,94,94,NA,NA,NA,NA,NA,"Costa Rica1974.5"
"1300","Costa Rica",1978,94,94,NA,NA,NA,NA,NA,"Costa Rica1978.5"
"1301","Costa Rica",1982,94,94,NA,NA,NA,NA,NA,"Costa Rica1982.5"
"1302","Costa Rica",1986,94,94,NA,NA,NA,NA,NA,"Costa Rica1986.5"
"1303","Costa Rica",1990,94,94,NA,NA,NA,NA,NA,"Costa Rica1990.5"
"1304","Costa Rica",1994,94,94,NA,NA,NA,NA,NA,"Costa Rica1994.5"
"1305","Costa Rica",1998,94,94,NA,NA,NA,NA,NA,"Costa Rica1998.5"
"1306","Costa Rica",2002,94,94,NA,NA,NA,NA,NA,"Costa Rica2002.5"
"1307","Costa Rica",2006,94,94,NA,NA,NA,NA,NA,"Costa Rica2006.5"
"1308","Costa Rica",2010,94,94,NA,NA,NA,NA,NA,"Costa Rica2010.5"
"1309","Croatia",1992,344,344,NA,NA,NA,NA,NA,"Croatia1992.5"
"1310","Croatia",1997,344,344,NA,NA,NA,NA,NA,"Croatia1997"
"1311","Croatia",2000,344,344,NA,NA,NA,NA,NA,"Croatia2000.5"
"1312","Croatia",2005,344,344,NA,NA,NA,NA,NA,"Croatia2005"
"1313","Croatia",2009,344,344,NA,NA,NA,NA,NA,"Croatia2009"
"1314","Cuba",1948,40,40,NA,NA,NA,NA,NA,"Cuba1948.5"
"1315","Greek Cyprus",1983,352,352,NA,NA,NA,NA,NA,"Greek Cyprus1983"
"1316","Greek Cyprus",1988,352,352,NA,NA,NA,NA,NA,"Greek Cyprus1988"
"1317","Greek Cyprus",1993,352,352,NA,NA,NA,NA,NA,"Greek Cyprus1993"
"1318","Greek Cyprus",1998,352,352,NA,NA,NA,NA,NA,"Greek Cyprus1998"
"1319","Greek Cyprus",2003,352,352,NA,NA,NA,NA,NA,"Greek Cyprus2003"
"1320","Greek Cyprus",2008,352,352,NA,NA,NA,NA,NA,"Greek Cyprus2008"
"1321","Dominican Republic",1966,42,42,NA,NA,NA,NA,NA,"Dominican Republic1966.5"
"1322","Dominican Republic",1970,42,42,NA,NA,NA,NA,NA,"Dominican Republic1970.5"
"1323","Dominican Republic",1974,42,42,NA,NA,NA,NA,NA,"Dominican Republic1974.5"
"1324","Dominican Republic",1978,42,42,NA,NA,NA,NA,NA,"Dominican Republic1978.5"
"1325","Dominican Republic",1982,42,42,NA,NA,NA,NA,NA,"Dominican Republic1982.5"
"1326","Dominican Republic",1986,42,42,NA,NA,NA,NA,NA,"Dominican Republic1986.5"
"1327","Dominican Republic",1990,42,42,NA,NA,NA,NA,NA,"Dominican Republic1990.5"
"1328","Dominican Republic",1994,42,42,NA,NA,NA,NA,NA,"Dominican Republic1994.5"
"1329","Dominican Republic",1996,42,42,NA,NA,NA,NA,NA,"Dominican Republic1996"
"1330","Dominican Republic",2000,42,42,NA,NA,NA,NA,NA,"Dominican Republic2000"
"1331","Dominican Republic",2004,42,42,NA,NA,NA,NA,NA,"Dominican Republic2004"
"1332","Dominican Republic",2008,42,42,NA,NA,NA,NA,NA,"Dominican Republic2008"
"1333","Ecuador",1948,130,130,NA,NA,NA,NA,NA,"Ecuador1948"
"1334","Ecuador",1952,130,130,NA,NA,NA,NA,NA,"Ecuador1952.5"
"1335","Ecuador",1956,130,130,NA,NA,NA,NA,NA,"Ecuador1956.5"
"1336","Ecuador",1960,130,130,NA,NA,NA,NA,NA,"Ecuador1960.5"
"1337","Ecuador",1979,130,130,NA,NA,NA,NA,NA,"Ecuador1979.5"
"1338","Ecuador",1984,130,130,NA,NA,NA,NA,NA,"Ecuador1984.5"
"1339","Ecuador",1988,130,130,NA,NA,NA,NA,NA,"Ecuador1988.5"
"1340","Ecuador",1992,130,130,NA,NA,NA,NA,NA,"Ecuador1992.5"
"1341","Ecuador",1996,130,130,NA,NA,NA,NA,NA,"Ecuador1996.5"
"1342","Ecuador",1998,130,130,NA,NA,NA,NA,NA,"Ecuador1998.5"
"1343","Ecuador",2002,130,130,NA,NA,NA,NA,NA,"Ecuador2002.5"
"1344","Ecuador",2006,130,130,NA,NA,NA,NA,NA,"Ecuador2006.5"
"1345","Ecuador",2009,130,130,NA,NA,NA,NA,NA,"Ecuador2009.5"
"1346","East Timor",2002,860,860,NA,NA,NA,NA,NA,"East Timor2002"
"1347","East Timor",2007,860,860,NA,NA,NA,NA,NA,"East Timor2007.5"
"1348","Finland",1950,375,375,NA,NA,NA,NA,NA,"Finland1950"
"1349","Finland",1956,375,375,NA,NA,NA,NA,NA,"Finland1956"
"1350","Finland",1962,375,375,NA,NA,NA,NA,NA,"Finland1962.5"
"1351","Finland",1968,375,375,NA,NA,NA,NA,NA,"Finland1968"
"1352","Finland",1978,375,375,NA,NA,NA,NA,NA,"Finland1978"
"1353","Finland",1982,375,375,NA,NA,NA,NA,NA,"Finland1982"
"1354","Finland",1988,375,375,NA,NA,NA,NA,NA,"Finland1988"
"1355","Finland",1994,375,375,NA,NA,NA,NA,NA,"Finland1994"
"1356","Finland",2000,375,375,NA,NA,NA,NA,NA,"Finland2000"
"1357","Finland",2006,375,375,NA,NA,NA,NA,NA,"Finland2006"
"1358","France",1965,220,220,NA,NA,NA,NA,NA,"France1965"
"1359","France",1969,220,220,NA,NA,NA,NA,NA,"France1969"
"1360","France",1974,220,220,NA,NA,NA,NA,NA,"France1974"
"1361","France",1981,220,220,NA,NA,NA,NA,NA,"France1981.5"
"1362","France",1988,220,220,NA,NA,NA,NA,NA,"France1988.5"
"1363","France",1995,220,220,NA,NA,NA,NA,NA,"France1995"
"1364","France",2002,220,220,NA,NA,NA,NA,NA,"France2002.5"
"1365","France",2007,220,220,NA,NA,NA,NA,NA,"France2007.5"
"1366","Ghana",1979,452,452,NA,NA,NA,NA,NA,"Ghana1979.5"
"1367","Ghana",2004,452,452,NA,NA,NA,NA,NA,"Ghana2004.5"
"1368","Ghana",2008,452,452,NA,NA,NA,NA,NA,"Ghana2008.5"
"1369","Guinea Bissau",1999,404,404,NA,NA,NA,NA,NA,"Guinea Bissau1999.5"
"1370","Guinea Bissau",2005,404,404,NA,NA,NA,NA,NA,"Guinea Bissau2005"
"1371","Guinea Bissau",2009,404,404,NA,NA,NA,NA,NA,"Guinea Bissau2009"
"1372","Georgia",2004,372,372,NA,NA,NA,NA,NA,"Georgia2004.5"
"1373","Georgia",2008,372,372,NA,NA,NA,NA,NA,"Georgia2008.5"
"1374","Guatemala",1950,90,90,NA,NA,NA,NA,NA,"Guatemala1950.5"
"1375","Guatemala",1958,90,90,NA,NA,NA,NA,NA,"Guatemala1958.5"
"1376","Guatemala",1966,90,90,NA,NA,NA,NA,NA,"Guatemala1966.5"
