"","country","year","yrsoffc","prtyin","legelec","mdmh","tensys","liec","eiec","thresh"
"706","Bosnia-Herz",1994,NA,NA,NA,NA,NA,NA,NA,NA
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Bosnia-Herz",2000,NA,NA,1,42,NA,NA,NA,0
"714","Bosnia-Herz",2002,NA,NA,1,42,NA,NA,NA,0
"718","Bosnia-Herz",2006,4,NA,1,42,4,7,7,0
"722","Bosnia-Herz",2010,4,NA,1,42,8,7,7,0
"725","Belarus",1975,NA,NA,NA,NA,NA,NA,NA,NA
"726","Belarus",1976,NA,NA,NA,NA,NA,NA,NA,NA
"727","Belarus",1977,NA,NA,NA,NA,NA,NA,NA,NA
"728","Belarus",1978,NA,NA,NA,NA,NA,NA,NA,NA
"729","Belarus",1979,NA,NA,NA,NA,NA,NA,NA,NA
"730","Belarus",1980,NA,NA,NA,NA,NA,NA,NA,NA
"731","Belarus",1981,NA,NA,NA,NA,NA,NA,NA,NA
"732","Belarus",1982,NA,NA,NA,NA,NA,NA,NA,NA
"733","Belarus",1983,NA,NA,NA,NA,NA,NA,NA,NA
"734","Belarus",1984,NA,NA,NA,NA,NA,NA,NA,NA
"735","Belarus",1985,NA,NA,NA,NA,NA,NA,NA,NA
"736","Belarus",1986,NA,NA,NA,NA,NA,NA,NA,NA
"737","Belarus",1987,NA,NA,NA,NA,NA,NA,NA,NA
"738","Belarus",1988,NA,NA,NA,NA,NA,NA,NA,NA
"739","Belarus",1989,NA,NA,NA,NA,NA,NA,NA,NA
"740","Belarus",1990,NA,NA,NA,NA,NA,NA,NA,NA
"745","Belarus",1995,1,NA,1,1,1,6.5,6,NA
"754","Belarus",2004,10,NA,1,NA,10,1,6,NA
"758","Belarus",2008,14,NA,1,1,14,7,6,NA
"762","Belarus",2012,NA,NA,1,1,NA,7,6,NA
"763","Belize",1975,NA,NA,NA,NA,NA,NA,NA,NA
"764","Belize",1976,NA,NA,NA,NA,NA,NA,NA,NA
"765","Belize",1977,NA,NA,NA,NA,NA,NA,NA,NA
"766","Belize",1978,NA,NA,NA,NA,NA,NA,NA,NA
"767","Belize",1979,NA,NA,NA,NA,NA,NA,NA,NA
"768","Belize",1980,NA,NA,NA,NA,NA,NA,NA,NA
"769","Belize",1981,NA,NA,NA,NA,NA,NA,NA,NA
"772","Belize",1984,5,5,1,1,3,7,7,NA
"777","Belize",1989,5,5,1,1,5,6,6,NA
"781","Belize",1993,4,4,1,1,4,7,7,NA
"786","Belize",1998,5,5,1,1,9,7,7,NA
"791","Belize",2003,5,5,1,1,5,6,7,NA
"796","Belize",2008,10,10,1,1.07000005245209,10,6,7,NA
"805","Bolivia",1979,1,NA,1,NA,1,1,2,NA
"811","Bolivia",1985,3,3,1,NA,3,7,2,NA
"815","Bolivia",1989,4,4,1,NA,4,7,6.5,NA
"819","Bolivia",1993,4,4,1,NA,4,7,7,NA
"823","Bolivia",1997,4,4,1,3.79999995231628,8,7,7,NA
"828","Bolivia",2002,1,5,1,1.69000005722046,13,7,7,NA
"831","Bolivia",2005,2,3,1,1.69000005722046,16,7,7,NA
"835","Bolivia",2009,4,4,1,1.69000005722046,20,7,7,NA
"846","Brazil",1982,3,17,1,NA,3,7,3,5
"850","Brazil",1986,1,1,1,NA,1,7,6.5,5
"854","Brazil",1990,1,1,1,19,1,7,7,5
"862","Brazil",1998,4,4,1,19,9,7,7,5
"866","Brazil",2002,8,8,1,19,13,7,7,5
"870","Brazil",2006,4,4,1,19,17,7,7,5
"874","Brazil",2010,8,8,1,19,21,7,7,0
"878","Barbados",1976,15,15,1,1,15,6.5,6.5,NA
"883","Barbados",1981,5,5,1,1,5,7,7,NA
"888","Barbados",1986,1,10,1,1,10,7,7,NA
"893","Barbados",1991,4,5,1,1,4,6,6,NA
"896","Barbados",1994,7,8,1,1,3,7,7,NA
"901","Barbados",1999,5,5,1,1,8,7,7,NA
"905","Barbados",2003,9,9,1,1,9,6,6,NA
"910","Barbados",2008,14,14,1,1.07000005245209,14,6,6,NA
"986","Bhutan",2008,2,NA,1,1,2,4,2,NA
"990","Bhutan",2012,6,NA,1,1,6,6,2,NA
"995","Botswana",1979,14,14,1,0.899999976158142,14,6,6,NA
"1000","Botswana",1984,4,19,1,0.899999976158142,4,6,6,NA
"1005","Botswana",1989,9,23,1,0.899999976158142,9,6,6,NA
"1010","Botswana",1994,14,28,1,0.899999976158142,14,6,6,NA
"1015","Botswana",1999,1,33,1,0.899999976158142,5,7,7,NA
"1020","Botswana",2004,6,38,1,0.899999976158142,10,7,7,NA
"1025","Botswana",2009,1,43,1,1,1,6,6,NA
"1041","Cent. Af. Rep.",1987,6,1,1,NA,6,1,2,NA
"1047","Cent. Af. Rep.",1993,2,NA,1,NA,2,5,2,NA
"1052","Cent. Af. Rep.",1998,5,5,1,3.90000009536743,5,7,7,NA
"1059","Cent. Af. Rep.",2005,2,NA,1,1,2,1,2,NA
"1065","Cent. Af. Rep.",2011,NA,NA,1,1,6,7,7,NA
"1071","Canada",1979,11,16,1,1,49,7,7,NA
"1072","Canada",1980,1,1,1,1,50,7,7,NA
"1076","Canada",1984,4,4,1,1,54,7,7,NA
"1080","Canada",1988,4,4,1,1,58,7,7,NA
"1085","Canada",1993,9,9,1,1,63,7,7,NA
"1089","Canada",1997,4,4,1,1,67,7,7,NA
"1092","Canada",2000,7,7,1,1,70,7,7,NA
"1096","Canada",2004,2,11,1,1,74,7,7,NA
"1098","Canada",2006,4,13,1,1,76,7,7,NA
"1100","Canada",2008,2,2,1,1,78,7,7,NA
"1103","Canada",2011,5,5,1,1,81,7,7,NA
"1105","Switzerland",1975,1,NA,1,9.10000038146973,45,7,7,0
"1109","Switzerland",1979,1,NA,1,9.10000038146973,49,7,7,0
"1113","Switzerland",1983,1,NA,1,9.10000038146973,53,7,7,0
"1117","Switzerland",1987,1,NA,1,9.10000038146973,57,7,7,0
"1121","Switzerland",1991,1,NA,1,9.10000038146973,61,7,7,0
"1125","Switzerland",1995,1,NA,1,9.10000038146973,65,7,7,0
"1129","Switzerland",1999,1,NA,1,9.10000038146973,69,7,7,0
"1133","Switzerland",2003,5,NA,1,9.10000038146973,73,7,7,0
"1137","Switzerland",2007,4,NA,1,9.10000038146973,77,7,7,0
"1141","Switzerland",2011,4,NA,1,7.69999980926514,81,7,7,0
"1157","Chile",1989,16,NA,1,NA,16,1,2,NA
"1161","Chile",1993,4,4,1,2,4,7,7,NA
"1165","Chile",1997,4,4,1,2,8,7,7,NA
"1169","Chile",2001,2,8,1,2,12,7,7,NA
"1173","Chile",2005,6,12,1,2,16,7,7,NA
"1177","Chile",2009,4,16,1,2,20,7,7,NA
"1219","Cote d'Ivoire",1975,17,17,1,NA,17,4,3,NA
"1224","Cote d'Ivoire",1980,22,22,1,NA,22,4,3,NA
"1229","Cote d'Ivoire",1985,25,25,1,NA,25,4,3,NA
"1234","Cote d'Ivoire",1990,30,30,1,NA,30,4,3,NA
"1239","Cote d'Ivoire",1995,2,35,1,1.39999997615814,2,6,6,NA
"1244","Cote d'Ivoire",2000,1,NA,1,1.39999997615814,1,6,6,NA
"1245","Cote d'Ivoire",2001,1,1,1,1.46000003814697,1,7,7,NA
"1255","Cote d'Ivoire",2011,1,1,1,1.46000003814697,11,7,7,NA
"1270","Cameroon",1988,6,22,1,NA,6,4,3,NA
"1274","Cameroon",1992,10,26,1,NA,10,5,3,NA
"1279","Cameroon",1997,15,31,1,NA,5,7,7,NA
"1284","Cameroon",2002,20,36,1,NA,20,7,6,NA
"1289","Cameroon",2007,25,41,1,3.09999990463257,25,6,6,5
"1294","Cameroon",2012,30,46,1,3.09999990463257,30,6,6,5
"1299","Congo",1979,2,10,1,NA,2,1,2,NA
"1304","Congo",1984,5,15,1,NA,5,3,2,NA
"1309","Congo",1989,10,20,1,NA,10,3,2,NA
"1312","Congo",1992,13,23,1,NA,13,5,2,NA
"1313","Congo",1993,1,1,1,NA,1,1,2,NA
"1322","Congo",2002,5,5,1,NA,5,2,1,NA
"1326","Congo",2006,9,9,1,1,9,7,6,NA
"1327","Congo",2007,10,10,1,1,10,7,6,NA
"1332","Congo",2012,13,15,1,1,13,7,6,NA
"1336","Colombia",1978,4,4,1,NA,5,7,7,0
"1340","Colombia",1982,4,8,1,NA,9,7,7,0
"1344","Colombia",1986,4,4,1,NA,13,7,7,0
"1348","Colombia",1990,4,4,1,NA,17,7,7,0
"1349","Colombia",1991,1,5,1,NA,18,7,7,0
"1352","Colombia",1994,4,8,1,5,21,7,7,0
"1357","Colombia",1999,1,1,1,5,26,7,7,0
"1360","Colombia",2002,4,4,1,5,29,7,7,0
"1364","Colombia",2006,4,NA,1,5,33,7,7,0
"1368","Colombia",2010,8,NA,1,5,37,7,7,0
"1374","Comoro Is.",1978,3,NA,1,NA,3,1,2,NA
"1383","Comoro Is.",1987,9,NA,1,NA,9,3.5,3,NA
"1389","Comoro Is.",1993,3,NA,1,NA,3,6,6,NA
"1392","Comoro Is.",1996,6,NA,1,NA,6,7,6,NA
"1400","Comoro Is.",2004,5,NA,1,1,2,7,7,NA
"1405","Comoro Is.",2009,3,3,1,1,7,7,7,NA
"1409","C. Verde Is.",1975,NA,NA,NA,NA,NA,NA,NA,NA
"1419","C. Verde Is.",1985,10,11,1,NA,10,3.5,3.5,NA
"1425","C. Verde Is.",1991,16,17,1,NA,16,4,3,NA
"1429","C. Verde Is.",1995,4,4,1,4.5,4,7,7,NA
"1435","C. Verde Is.",2001,10,10,1,4.5,10,7,3,NA
"1440","C. Verde Is.",2006,5,5,1,4.5,5,7,7,NA
"1450","Costa Rica",1978,4,8,1,8.10000038146973,30,7,7,NA
"1454","Costa Rica",1982,4,4,1,8.10000038146973,34,7,7,NA
"1458","Costa Rica",1986,4,4,1,8.10000038146973,38,7,7,NA
"1462","Costa Rica",1990,4,8,1,8.10000038146973,42,7,7,NA
"1466","Costa Rica",1994,4,4,1,8.10000038146973,46,7,7,NA
"1470","Costa Rica",1998,4,4,1,8.10000038146973,50,7,7,NA
"1474","Costa Rica",2002,4,4,1,8.10000038146973,54,7,7,NA
"1478","Costa Rica",2006,4,8,1,8.10000038146973,58,7,7,NA
"1482","Costa Rica",2010,4,4,1,8.10000038146973,62,7,7,NA
"1491","Czech Republic",1981,12,35,1,NA,12,4,3,NA
"1496","Czech Republic",1986,17,40,1,NA,17,4,3,NA
"1500","Czech Republic",1990,21,44,1,NA,21,4,3,NA
"1507","Cuba",1981,22,20,1,NA,22,3,3,NA
"1512","Cuba",1986,27,25,1,NA,27,3,3,NA
"1519","Cuba",1993,34,32,1,NA,34,4,3,NA
"1529","Cuba",2003,44,42,1,NA,44,4,3,NA
"1534","Cuba",2008,2,47,1,3.63000011444092,2,4,3,NA
"1545","Cyprus",1981,4,4,1,NA,4,7,6.5,2
"1549","Cyprus",1985,8,8,1,NA,8,7,6.5,2
"1555","Cyprus",1991,3,NA,1,1.39999997615814,3,7,7,2
"1560","Cyprus",1996,3,3,1,1.39999997615814,8,7,7,2
"1565","Cyprus",2001,8,8,1,13.3000001907349,13,7,7,2
"1570","Cyprus",2006,3,3,1,13.3000001907349,18,7,7,2
"1575","Cyprus",2011,3,3,1,13.3000001907349,23,7,7,1.79999995231628
"1578","Czech Republic",1992,2,2,1,NA,2,7,7,5
"1582","Czech Republic",1996,4,4,1,25,6,7,7,5
"1584","Czech Republic",1998,6,6,1,25,8,7,7,5
"1588","Czech Republic",2002,4,10,1,25,12,7,7,5
"1592","Czech Republic",2006,3,14,1,14.289999961853,16,7,7,5
"1596","Czech Republic",2010,1,NA,1,14.289999961853,20,7,7,5
"1598","Czech Republic",2012,3,NA,1,14.289999961853,22,7,7,5
"1600","GDR",1976,3,30,1,NA,3,3.5,3,NA
"1605","GDR",1981,5,35,1,NA,5,3.5,3,NA
"1610","GDR",1986,10,40,1,NA,10,3.5,3,NA
"1616","GDR",1992,NA,NA,NA,NA,NA,NA,NA,NA
"1617","GDR",1993,NA,NA,NA,NA,NA,NA,NA,NA
"1618","GDR",1994,NA,NA,NA,NA,NA,NA,NA,NA
"1619","GDR",1995,NA,NA,NA,NA,NA,NA,NA,NA
"1620","GDR",1996,NA,NA,NA,NA,NA,NA,NA,NA
"1621","GDR",1997,NA,NA,NA,NA,NA,NA,NA,NA
"1622","GDR",1998,NA,NA,NA,NA,NA,NA,NA,NA
"1623","GDR",1999,NA,NA,NA,NA,NA,NA,NA,NA
"1624","GDR",2000,NA,NA,NA,NA,NA,NA,NA,NA
"1625","GDR",2001,NA,NA,NA,NA,NA,NA,NA,NA
"1626","GDR",2002,NA,NA,NA,NA,NA,NA,NA,NA
"1627","GDR",2003,NA,NA,NA,NA,NA,NA,NA,NA
"1628","GDR",2004,NA,NA,NA,NA,NA,NA,NA,NA
"1629","GDR",2005,NA,NA,NA,NA,NA,NA,NA,NA
"1630","GDR",2006,NA,NA,NA,NA,NA,NA,NA,NA
"1631","GDR",2007,NA,NA,NA,NA,NA,NA,NA,NA
"1632","GDR",2008,NA,NA,NA,NA,NA,NA,NA,NA
"1633","GDR",2009,NA,NA,NA,NA,NA,NA,NA,NA
"1634","GDR",2010,NA,NA,NA,NA,NA,NA,NA,NA
"1635","GDR",2011,NA,NA,NA,NA,NA,NA,NA,NA
"1636","GDR",2012,NA,NA,NA,NA,NA,NA,NA,NA
"1638","FRG/Germany",1976,2,7,1,11.1999998092651,28,7,7,5
"1642","FRG/Germany",1980,6,11,1,11.1999998092651,32,7,7,5
"1645","FRG/Germany",1983,1,1,1,11.1999998092651,35,7,7,5
"1649","FRG/Germany",1987,5,5,1,11.1999998092651,39,7,7,5
"1652","FRG/Germany",1990,8,8,1,11.1999998092651,42,7,7,5
"1656","FRG/Germany",1994,12,12,1,11.1999998092651,46,7,7,5
"1660","FRG/Germany",1998,16,16,1,11.1999998092651,50,7,7,5
"1664","FRG/Germany",2002,4,4,1,1.89999997615814,54,7,7,5
"1667","FRG/Germany",2005,7,7,1,1.89999997615814,57,7,7,5
"1671","FRG/Germany",2009,4,4,1,1.89999997615814,61,7,7,5
"1675","Djibouti",1975,NA,NA,NA,NA,NA,NA,NA,NA
"1676","Djibouti",1976,NA,NA,NA,NA,NA,NA,NA,NA
"1677","Djibouti",1977,NA,NA,NA,NA,NA,NA,NA,NA
"1697","Djibouti",1997,20,18,1,10.8299999237061,20,6,7,NA
"1703","Djibouti",2003,4,24,1,10.8299999237061,4,6,7,NA
"1708","Djibouti",2008,9,29,1,10.8299999237061,9,5,3,NA
"1713","Denmark",1975,2,2,1,10.5,45,7,7,0
"1715","Denmark",1977,2,2,1,10.5,47,7,7,0
"1717","Denmark",1979,4,4,1,10.5,49,7,7,0
"1719","Denmark",1981,6,6,1,10.5,51,7,7,0
"1722","Denmark",1984,2,2,1,10.5,54,7,7,0
"1725","Denmark",1987,5,5,1,10.5,57,7,7,0
"1726","Denmark",1988,6,6,1,10.5,58,7,7,0
"1728","Denmark",1990,8,8,1,10.5,60,7,7,0
"1732","Denmark",1994,1,1,1,10.5,64,7,7,0
"1736","Denmark",1998,1,1,1,10.5,68,7,7,0
"1739","Denmark",2001,4,4,1,10.5,71,7,7,0
"1743","Denmark",2005,4,4,1,10.5,75,7,7,0
"1745","Denmark",2007,6,6,1,10.5,77,7,7,0
"1749","Denmark",2011,2,10,1,10.5,81,7,7,0
"1754","Dom. Rep.",1978,12,12,1,5.19999980926514,12,6,6,0
"1758","Dom. Rep.",1982,4,4,1,5.19999980926514,4,7,6,0
"1762","Dom. Rep.",1986,4,8,1,5.19999980926514,4,7,6,0
"1766","Dom. Rep.",1990,4,4,1,5.19999980926514,4,7,6.5,0
"1770","Dom. Rep.",1994,8,8,1,5.19999980926514,8,7,6.5,0
"1774","Dom. Rep.",1998,2,2,1,5.19999980926514,2,7,7,0
"1778","Dom. Rep.",2002,2,2,1,5,6,7,7,0
"1782","Dom. Rep.",2006,2,2,1,5,10,7,7,0
"1786","Dom. Rep.",2010,6,6,1,6.09999990463257,14,7,7,0
"1791","Algeria",1977,12,15,1,NA,12,4,3,NA
"1796","Algeria",1982,4,20,1,NA,4,4,3,NA
"1801","Algeria",1987,9,25,1,NA,9,4,3,NA
"1806","Algeria",1992,14,30,1,NA,14,5,3,7
"1807","Algeria",1993,1,NA,1,NA,1,2,2,7
"1811","Algeria",1997,3,NA,1,8.96000003814697,1,7,7,7
"1816","Algeria",2002,3,3,1,8.96000003814697,6,7,7,5
"1821","Algeria",2007,8,8,1,8.96000003814697,11,7,7,5
"1826","Algeria",2012,13,13,1,8.96000003814697,16,7,7,5
"1831","Ecuador",1979,3,NA,1,NA,3,1,2,NA
"1836","Ecuador",1984,3,3,1,4.40000009536743,5,7,7,0
"1838","Ecuador",1986,2,2,1,4.40000009536743,7,7,7,NA
"1840","Ecuador",1988,4,4,1,4.40000009536743,9,7,7,NA
"1842","Ecuador",1990,2,2,1,4.40000009536743,11,7,7,NA
"1844","Ecuador",1992,4,4,1,4.5,13,7,7,NA
"1846","Ecuador",1994,2,2,1,5.59999990463257,15,7,7,NA
"1848","Ecuador",1996,4,4,1,5.59999990463257,17,7,7,NA
"1850","Ecuador",1998,1,1,1,7.40000009536743,19,7,7,NA
"1854","Ecuador",2002,5,5,1,7.40000009536743,23,7,7,NA
"1858","Ecuador",2006,1,1,1,7.40000009536743,27,7,7,NA
"1861","Ecuador",2009,3,3,1,2.74000000953674,30,7,7,NA
"1866","Egypt",1976,6,NA,1,2,6,4,4,NA
"1869","Egypt",1979,9,1,1,2,3,7,7,NA
"1874","Egypt",1984,3,6,1,2,3,6,6,NA
"1877","Egypt",1987,6,9,1,2,6,6,6,NA
"1880","Egypt",1990,9,12,1,2,9,6,6,NA
"1885","Egypt",1995,14,17,1,2,14,6,6,NA
"1890","Egypt",2000,19,22,1,2,19,6,6,NA
"1895","Egypt",2005,24,27,1,2,24,6,6,NA
"1900","Egypt",2010,29,32,1,2,29,6,6,NA
"1901","Egypt",2011,30,33,1,2,30,6,6,NA
"1902","Egypt",2012,1,1,1,2,1,6,6,NA
"1903","Eritrea",1975,NA,NA,NA,NA,NA,NA,NA,NA
"1904","Eritrea",1976,NA,NA,NA,NA,NA,NA,NA,NA
"1905","Eritrea",1977,NA,NA,NA,NA,NA,NA,NA,NA
"1906","Eritrea",1978,NA,NA,NA,NA,NA,NA,NA,NA
"1907","Eritrea",1979,NA,NA,NA,NA,NA,NA,NA,NA
"1908","Eritrea",1980,NA,NA,NA,NA,NA,NA,NA,NA
"1909","Eritrea",1981,NA,NA,NA,NA,NA,NA,NA,NA
"1910","Eritrea",1982,NA,NA,NA,NA,NA,NA,NA,NA
"1911","Eritrea",1983,NA,NA,NA,NA,NA,NA,NA,NA
"1912","Eritrea",1984,NA,NA,NA,NA,NA,NA,NA,NA
"1913","Eritrea",1985,NA,NA,NA,NA,NA,NA,NA,NA
"1914","Eritrea",1986,NA,NA,NA,NA,NA,NA,NA,NA
"1915","Eritrea",1987,NA,NA,NA,NA,NA,NA,NA,NA
"1916","Eritrea",1988,NA,NA,NA,NA,NA,NA,NA,NA
"1917","Eritrea",1989,NA,NA,NA,NA,NA,NA,NA,NA
"1918","Eritrea",1990,NA,NA,NA,NA,NA,NA,NA,NA
"1919","Eritrea",1991,NA,NA,NA,NA,NA,NA,NA,NA
"1920","Eritrea",1992,NA,NA,NA,NA,NA,NA,NA,NA
"1921","Eritrea",1993,NA,NA,NA,NA,NA,NA,NA,NA
"1922","Eritrea",1994,1,1,1,NA,1,2,2,NA
"1943","Spain",1977,1,NA,1,NA,1,2,2,NA
"1945","Spain",1979,3,2,1,6.90000009536743,2,7,7,3
"1948","Spain",1982,6,5,1,6.90000009536743,5,7,7,3
"1952","Spain",1986,4,4,1,6.90000009536743,9,7,7,3
"1955","Spain",1989,7,7,1,6.90000009536743,12,7,7,3
"1959","Spain",1993,11,11,1,6.90000009536743,16,7,7,3
"1962","Spain",1996,14,14,1,6.90000009536743,19,7,7,3
"1966","Spain",2000,4,4,1,6.90000009536743,23,7,7,3
"1970","Spain",2004,8,8,1,6.90000009536743,27,7,7,3
"1974","Spain",2008,4,4,1,6.69999980926514,31,7,7,3
"1977","Spain",2011,7,7,1,6.69999980926514,34,7,7,3
"1979","Estonia",1975,NA,NA,NA,NA,NA,NA,NA,NA
"1980","Estonia",1976,NA,NA,NA,NA,NA,NA,NA,NA
"1981","Estonia",1977,NA,NA,NA,NA,NA,NA,NA,NA
"1982","Estonia",1978,NA,NA,NA,NA,NA,NA,NA,NA
"1983","Estonia",1979,NA,NA,NA,NA,NA,NA,NA,NA
"1984","Estonia",1980,NA,NA,NA,NA,NA,NA,NA,NA
"1985","Estonia",1981,NA,NA,NA,NA,NA,NA,NA,NA
"1986","Estonia",1982,NA,NA,NA,NA,NA,NA,NA,NA
"1987","Estonia",1983,NA,NA,NA,NA,NA,NA,NA,NA
"1988","Estonia",1984,NA,NA,NA,NA,NA,NA,NA,NA
"1989","Estonia",1985,NA,NA,NA,NA,NA,NA,NA,NA
"1990","Estonia",1986,NA,NA,NA,NA,NA,NA,NA,NA
"1991","Estonia",1987,NA,NA,NA,NA,NA,NA,NA,NA
"1992","Estonia",1988,NA,NA,NA,NA,NA,NA,NA,NA
"1993","Estonia",1989,NA,NA,NA,NA,NA,NA,NA,NA
"1994","Estonia",1990,NA,NA,NA,NA,NA,NA,NA,NA
"1995","Estonia",1991,NA,NA,NA,NA,NA,NA,NA,NA
"1996","Estonia",1992,1,NA,NA,NA,NA,NA,NA,NA
"2000","Estonia",1996,4,4,1,9.19999980926514,4,7,7,5
"2001","Estonia",1997,5,5,1,9.19999980926514,5,7,7,5
"2003","Estonia",1999,7,7,1,9.19999980926514,7,7,7,5
"2007","Estonia",2003,2,2,1,9.19999980926514,11,7,7,5
"2011","Estonia",2007,1,1,1,9.19999980926514,15,7,7,5
"2015","Estonia",2011,5,5,1,9.19999980926514,19,7,7,5
"2037","Ethiopia",1995,4,4,1,NA,4,2,2,NA
"2042","Ethiopia",2000,5,5,1,1,5,6,6,NA
"2047","Ethiopia",2005,10,10,1,1,10,7,6,NA
"2052","Ethiopia",2010,15,15,1,1,15,7,6,NA
"2059","Finland",1979,2,2,1,14.1999998092651,49,7,7,0
"2063","Finland",1983,3,6,1,14.1999998092651,53,7,7,0
"2067","Finland",1987,7,10,1,14.1999998092651,57,7,7,0
"2071","Finland",1991,4,1,1,14.1999998092651,61,7,7,0
"2075","Finland",1995,4,5,1,14.1999998092651,65,7,7,0
"2079","Finland",1999,4,9,1,13.3299999237061,69,7,7,0
"2083","Finland",2003,4,13,1,13.3299999237061,73,7,7,0
"2087","Finland",2007,4,17,1,13.3299999237061,77,7,7,0
"2091","Finland",2011,8,21,1,13.3299999237061,81,7,7,0
"2095","Fiji",1977,10,5,1,1,2,7,7,NA
"2100","Fiji",1982,15,10,1,1,7,7,7,NA
"2105","Fiji",1987,20,15,1,1,12,7,7,NA
"2110","Fiji",1992,5,NA,1,1,5,1,2,NA
"2112","Fiji",1994,2,2,1,1,2,7,7,NA
"2117","Fiji",1999,7,7,1,1,7,7,7,NA
"2119","Fiji",2001,1,1,1,1,1,1,2,NA
"2124","Fiji",2006,6,6,1,1,5,7,7,NA
"2134","France",1978,2,NA,1,1,48,7,7,NA
"2137","France",1981,5,4,1,1,51,7,7,NA
"2142","France",1986,2,5,1,1,56,7,7,5
"2144","France",1988,2,2,1,1,58,7,7,5
"2149","France",1993,2,5,1,1,63,7,7,5
"2153","France",1997,2,4,1,1,67,7,7,5
"2158","France",2002,5,5,1,1,72,7,7,12.5
"2163","France",2007,5,5,1,1,77,7,7,12.5
"2168","France",2012,5,10,1,1,82,7,7,12.5
"2174","Gabon",1980,13,12,1,0.930000007152557,13,3.5,3,NA
"2179","Gabon",1985,18,17,1,0.930000007152557,18,3.5,3,NA
"2184","Gabon",1990,23,22,1,0.930000007152557,23,4,3,NA
"2190","Gabon",1996,29,28,1,13.3000001907349,3,7,7,NA
"2191","Gabon",1997,30,29,1,13.3000001907349,4,7,7,NA
"2195","Gabon",2001,34,33,1,13.3000001907349,8,7,7,NA
"2200","Gabon",2006,39,38,1,13.3000001907349,39,7,6,NA
"2205","Gabon",2011,2,43,1,13.3000001907349,2,7,7,NA
"2211","United Kingdom",1979,3,5,1,1,49,7,7,NA
"2215","United Kingdom",1983,4,4,1,1,53,7,7,NA
"2219","United Kingdom",1987,8,8,1,1,57,7,7,NA
"2224","United Kingdom",1992,2,13,1,1,62,7,7,NA
"2229","United Kingdom",1997,7,18,1,1,67,7,7,NA
"2233","United Kingdom",2001,4,4,1,1,71,7,7,NA
"2237","United Kingdom",2005,8,8,1,1,75,7,7,NA
"2242","United Kingdom",2010,3,13,1,1,80,7,7,NA
"2245","Georgia",1975,NA,NA,NA,NA,NA,NA,NA,NA
"2246","Georgia",1976,NA,NA,NA,NA,NA,NA,NA,NA
"2247","Georgia",1977,NA,NA,NA,NA,NA,NA,NA,NA
"2248","Georgia",1978,NA,NA,NA,NA,NA,NA,NA,NA
"2249","Georgia",1979,NA,NA,NA,NA,NA,NA,NA,NA
"2250","Georgia",1980,NA,NA,NA,NA,NA,NA,NA,NA
"2251","Georgia",1981,NA,NA,NA,NA,NA,NA,NA,NA
"2252","Georgia",1982,NA,NA,NA,NA,NA,NA,NA,NA
"2253","Georgia",1983,NA,NA,NA,NA,NA,NA,NA,NA
"2254","Georgia",1984,NA,NA,NA,NA,NA,NA,NA,NA
"2255","Georgia",1985,NA,NA,NA,NA,NA,NA,NA,NA
"2256","Georgia",1986,NA,NA,NA,NA,NA,NA,NA,NA
"2257","Georgia",1987,NA,NA,NA,NA,NA,NA,NA,NA
"2258","Georgia",1988,NA,NA,NA,NA,NA,NA,NA,NA
"2259","Georgia",1989,NA,NA,NA,NA,NA,NA,NA,NA
"2260","Georgia",1990,NA,NA,NA,NA,NA,NA,NA,NA
"2261","Georgia",1991,1,NA,NA,NA,NA,NA,NA,NA
"2262","Georgia",1992,NA,NA,NA,NA,NA,NA,NA,NA
"2265","Georgia",1995,3,3,1,1,3,6.5,5,NA
"2269","Georgia",1999,7,7,1,1,7,7,6,5
"2273","Georgia",2003,11,11,1,1,11,7,6,7
"2274","Georgia",2004,12,12,1,1,12,7,6,7
"2278","Georgia",2008,4,4,1,2.47000002861023,4,7,6,5
"2282","Georgia",2012,8,8,1,2.47000002861023,8,6,7,5
"2287","Ghana",1979,1,NA,1,NA,1,1,2,NA
"2300","Ghana",1992,11,NA,1,NA,11,1,2,NA
"2304","Ghana",1996,15,4,1,1,1,7,7,NA
"2308","Ghana",2000,19,8,1,1,5,7,7,NA
"2312","Ghana",2004,4,4,1,1,9,7,7,NA
"2316","Ghana",2008,8,8,1,1,13,7,7,NA
"2320","Ghana",2012,4,4,1,1,17,7,7,NA
"2326","Guinea",1980,22,22,1,NA,22,3.5,3,NA
"2341","Guinea",1995,11,2,1,NA,11,1,7,NA
"2348","Guinea",2002,18,9,1,51,18,6,7,NA
"2358","Guinea",2012,3,NA,1,NA,3,1,2,NA
"2361","Gambia",1977,14,14,1,1.20000004768372,14,6,6.5,NA
"2366","Gambia",1982,19,19,1,1.20000004768372,19,6,6.5,NA
"2371","Gambia",1987,24,24,1,1.20000004768372,3,7,7,NA
"2376","Gambia",1992,29,29,1,1.20000004768372,29,6,7,NA
"2381","Gambia",1997,3,NA,1,1.20000004768372,1,7,7,NA
"2386","Gambia",2002,8,1,1,1.20000004768372,8,6,7,NA
"2391","Gambia",2007,13,6,1,1,13,6,7,NA
"2396","Gambia",2012,18,11,1,1,18,6,7,NA
"2416","Guinea-Bissau",1994,14,20,1,NA,14,2,3,NA
"2421","Guinea-Bissau",1999,1,25,1,NA,1,1,1,NA
